,Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study
106,Artiodactyla,Bovidae,Madoqua,kirkii,Madoqua_kirkii,NA,46-48,,XY,,22,unfused,Atlas of Mammalian Chromosomes,Cernohorska et al. 2011
323,Carnivora,Mephitidae,Conepatus,leuconotus,Conepatus_leuconotus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Perelman et al. 2008
578,Chiroptera,Miniopteridae,Miniopterus,fuliginosus,Miniopterus_fuliginosus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Ao et al.2006
492,Chiroptera,Phyllostomidae,Macrotus,waterhousii,Macrotus_waterhousii,46,46,,XY,,22,unfused,Animal Karyotype Book,Baker et al. 1979
566,Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous_pallidus,46,46,,XY,,22,unfused,Blackmon,
592,Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius_humeralis,46,46,,XY,,22,unfused,Blackmon,
617,Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris_robustula,46,46,,XY,,22,unfused,Animal Karyotype Book,Volleth et al. 2001
708,Eulipotyphla,Soricidae,Blarina,carolinensis,Blarina_carolinensis,46,46,,XY,,22,unfused,Animal Karyotype Book,George et al. 1982
771,Lagomorpha,Leporidae,Sylvilagus,transitionalis,Sylvilagus_transitionalis,46,46,,XY,,22,unfused,Animal Karyotype Book,Robinson et al. 1983
797,Perissodactyla,Equidae,Equus,grevyi,Equus_grevyi,46,46,,XY,,22,unfused,Blackmon,Musilova et al. 2007
859,Primates,Callitrichidae,Callithrix,geoffroyi,Callithrix_geoffroyi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Nagamachi et al. 1997b
855,Primates,Callitrichidae,Callithrix,humeralifer,Callithrix_humeralifer,46,46,,XY,,22,unfused,Blackmon,
856,Primates,Callitrichidae,Callithrix,jacchus,Callithrix_jacchus,46,46,,XY,,22,unfused,Blackmon,Bigoni and Stanyon (Unpublished)
861,Primates,Callitrichidae,Leontopithecus,chrysopygus,Leontopithecus_chrysopygus,46,46,,XY,,22,unfused,Animal Karyotype Book,Seuanez et al. 1988
862,Primates,Callitrichidae,Leontopithecus,rosalia,Leontopithecus_rosalia,46,46,,XY,,22,unfused,Blackmon,Seuanez et al. 1988
863,Primates,Callitrichidae,Saguinus,fusicollis,Saguinus_fusicollis,46,46,,XY,,22,unfused,Blackmon,
864,Primates,Callitrichidae,Saguinus,imperator,Saguinus_imperator,46,46,,XY,,22,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
865,Primates,Callitrichidae,Saguinus,midas,Saguinus_midas,46,46,,XY,,22,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
866,Primates,Callitrichidae,Saguinus,mystax,Saguinus_mystax,46,46,,XY,,22,unfused,Blackmon,
867,Primates,Callitrichidae,Saguinus,nigricollis,Saguinus_nigricollis,46,46,,XY,,22,unfused,Blackmon,
868,Primates,Callitrichidae,Saguinus,oedipus,Saguinus_oedipus,46,46,,XY,,22,unfused,Blackmon,
924,Primates,Hominidae,Homo,sapiens,Homo_sapiens,46,46,,XY,,22,unfused,Blackmon,Francke 1994
949,Primates,Lemuridae,Lemur,variegatus subcinctus,Lemur_variegatus subcinctus,46,46,,XY,,22,unfused,Blackmon,
959,Primates,Pitheciidae,Cacajao,calvus rubicundus,Cacajao_calvus rubicundus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Finotelo et al. 2010
960,Primates,Pitheciidae,Callicebus,cupreus,Callicebus_cupreus,46,46,,XY,,22,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
1063,Rodentia,Cricetidae,Dicrostonyx,torquatus,Dicrostonyx_torquatus,46,46,,"XX,X*X,X*Y females and XY males",complex XY,22,unfused,Blackmon,
978,Rodentia,Arvicolidae,Microtus,arvalis,Microtus_arvalis,46,46,,XY,,22,unfused,Blackmon,
1011,Rodentia,Cricetidae,Akodon,serrensis,Akodon_serrensis,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Hass et al. 2008
1036,Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus_bailwardi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1041,Rodentia,Cricetidae,Cerradomys,langguthi,Cerradomys_langguthi,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Nagamachi et al. 2013
1139,Rodentia,Cricetidae,Microtus,arvalis,Microtus_arvalis,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2010
1096,Rodentia,Cricetidae,Microtus,arvalis arvalis,Microtus_arvalis arvalis,46,46,,XY,,22,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1097,Rodentia,Cricetidae,Microtus,breweri,Microtus_breweri,46,46,,XY,,22,unfused,Animal Karyotype Book,Modi 1987
1140,Rodentia,Cricetidae,Microtus,obscurus,Microtus_obscurus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Tougard et al. 2013
1121,Rodentia,Cricetidae,Microtus,pennsylvanicus,Microtus_pennsylvanicus,46,46,,XY,,22,unfused,Animal Karyotype Book,Modi 1987
1095,Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,Microtus_pennsylvanicus pennsylvanicus,46,46,,XY,,22,unfused,Blackmon,
1271,Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus_avellanarius,46,46,,XY,,22,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
1295,Rodentia,Heteromyidae,Perognathus,intermedius,Perognathus_intermedius,46,46,,XY,,22,unfused,Blackmon,
1296,Rodentia,Heteromyidae,Perognathus,penicillatus,Perognathus_penicillatus,46,46,,XY,,22,unfused,Blackmon,
1337,Rodentia,Muridae,Gerbillurus,sp.,Gerbillurus_sp.,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007
1373,Rodentia,Muridae,Niviventer,confucianus,Niviventer_confucianus,46,46,,XY,,22,unfused,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished)
1383,Rodentia,Muridae,Rattus,flavipectus,Rattus_flavipectus,46,46,,XY,,22,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1387,Rodentia,Muridae,Rhabdomys,pumilio,Rhabdomys_pumilio,46,46,,XY,chrom rearrangements,22,unfused,Animal Karyotype Book 2020,Rambau and Robinson 2003
1389,Rodentia,Muridae,Stenocephalemys,albipes,Stenocephalemys_albipes,46,46,,XY,,22,unfused,Animal Karyotype Book,Lavrenchenko et al. 2001
1434,Rodentia,Sciuridae,Funambulus,palmarum,Funambulus_palmarum,46,46,,XY,,22,unfused,Blackmon,
1435,Rodentia,Sciuridae,Funambulus,tristriatus,Funambulus_tristriatus,46,46,,XY,,22,unfused,Blackmon,
1450,Rodentia,Sciuridae,Tamiasciurus,hudsonicus streatori,Tamiasciurus_hudsonicus streatori,46,46,,XY,,22,unfused,Blackmon,
32,Artiodactyla,Balaenopteridae,Balaenoptera,acutorostrata,Balaenoptera_acutorostrata,44,44,,XY,,21,unfused,Blackmon,Arnason 1981a
33,Artiodactyla,Balaenopteridae,Balaenoptera,borealis,Balaenoptera_borealis,44,44,,XY,,21,unfused,Blackmon,Nash (Unpublished)
34,Artiodactyla,Balaenopteridae,Balaenoptera,musculus,Balaenoptera_musculus,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason and Widegren 1989
36,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,Balaenoptera_physalus,44,44,,XY,,21,unfused,Blackmon,Arnason 1974a
37,Artiodactyla,Balaenopteridae,Megaptera,novaeangliae,Megaptera_novaeangliae,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1974a
76,Artiodactyla,Bovidae,Damaliscus,hunteri,Damaliscus_hunteri,44,44,,XY,,21,unfused,Animal Karyotype Book,Kumamoto et al. 1996
201,Artiodactyla,Delphinidae,Delphinus,bairdii,Delphinus_bairdii,44,44,,XY,,21,unfused,Blackmon,
202,Artiodactyla,Delphinidae,Delphinus,delphis,Delphinus_delphis,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1974a
203,Artiodactyla,Delphinidae,Globicephala,macrorhynchus,Globicephala_macrorhynchus,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1974a
204,Artiodactyla,Delphinidae,Lagenorhynchus,albirostris,Lagenorhynchus_albirostris,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1980
205,Artiodactyla,Delphinidae,Orcinus,orca,Orcinus_orca,44,44,,XY,,21,unfused,Blackmon,Arnason et al. 1980
206,Artiodactyla,Delphinidae,Stenella,attenuata,Stenella_attenuata,44,44,,XY,,21,unfused,Animal Karyotype Book,Stock 1981
207,Artiodactyla,Delphinidae,Stenella,clymene,Stenella_clymene,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1980
208,Artiodactyla,Delphinidae,Stenella,dubia,Stenella_dubia,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1974c
209,Artiodactyla,Delphinidae,Tursiops,truncatus,Tursiops_truncatus,44,44,,XY,,21,unfused,Blackmon,Bielec et al. 1997
210,Artiodactyla,Eschrichtiidae,Eschrichtius,robustus,Eschrichtius_robustus,44,44,,XY,,21,unfused,Animal Karyotype Book,Arnason 1981a
218,Artiodactyla,Lipotidae,Lipotes,vexillifer,Lipotes_vexillifer,44,44,,XY,,21,unfused,Animal Karyotype Book,Minrong et al. 1986
219,Artiodactyla,Monodontidae,Delphinapterus,leucas,Delphinapterus_leucas,44,44,,XY,,21,unfused,Animal Karyotype Book,Jarrell and Arnason 1981
223,Artiodactyla,Phocoenidae,Neophocaena,phocaenoides asiaeorientalis,Neophocaena_phocaenoides asiaeorientalis,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Nie et al. 2012
222,Artiodactyla,Phocoenidae,Phocoena,phocoena,Phocoena_phocoena,44,44,,XY,,21,unfused,Blackmon,Arnason 1980
213,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia_johnstoni,NA,45-46,,XY,,21,unfused,Atlas of Mammalian Chromosomes,Kulemzina et al. 2009
214,Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia_johnstoni,45,45,,XY,,21,unfused,Blackmon,Kulemzima et al. 2009
269,Carnivora,Eupleridae,Galidia,elegans,Galidia_elegans,44,44,,XY,,21,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
339,Carnivora,Mustelidae,Meles,meles,Meles_meles,44,44,,XY,,21,unfused,Animal Karyotype Book,Nie et al. 2002
343,Carnivora,Mustelidae,Mustela,altaica,Mustela_altaica,44,44,,XY,,21,unfused,Blackmon,Graphodatsky et al. 2002
344,Carnivora,Mustelidae,Mustela,erminea,Mustela_erminea,44,44,,XY,,21,unfused,Blackmon,Graphodatsky (Unpublished)
404,Carnivora,Viverridae,Paguma,larvata,Paguma_larvata,44,44,,XY,,21,unfused,Animal Karyotype Book,Perelman et al. 2005
415,Chiroptera,Emballonuridae,Taphozous,saccolaimus,Taphozous_saccolaimus,44,44,,XY,,21,unfused,Animal Karyotype Book,Sreepada et al. 1995
525,Chiroptera,Phyllostomidae,Uroderma,bilobatum,Uroderma_bilobatum,44,44,,XY,,21,unfused,Blackmon,
557,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus_pearsonii,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Mao et al. 2007a
567,Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus_morio,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
579,Chiroptera,Vespertilionidae,Murina,cyclotis,Murina_cyclotis,44,44,,XY,,21,unfused,Animal Karyotype Book,Rickart et al. 1999
580,Chiroptera,Vespertilionidae,Murina,hilgendorfi,Murina_hilgendorfi,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Kulemzina et al. 2011b
589,Chiroptera,Vespertilionidae,Myotis,altarium,Myotis_altarium,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Ao et al.2006
590,Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis_dasycneme,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Kulemzina et al. 2011b
581,Chiroptera,Vespertilionidae,Myotis,grisescens,Myotis_grisescens,44,44,,XY,,21,unfused,Blackmon,
582,Chiroptera,Vespertilionidae,Myotis,keenii,Myotis_keenii,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979
583,Chiroptera,Vespertilionidae,Myotis,macrodactylus,Myotis_macrodactylus,44,44,,XY,,21,unfused,Blackmon,
584,Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis_mystacinus,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979
585,Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis_nigricans,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979
586,Chiroptera,Vespertilionidae,Myotis,sodalis,Myotis_sodalis,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979
587,Chiroptera,Vespertilionidae,Myotis,thysanodes,Myotis_thysanodes,44,44,,XY,,21,unfused,Animal Karyotype Book,Bickham 1979
588,Chiroptera,Vespertilionidae,Myotis,velifer,Myotis_velifer,44,44,,XY,,21,unfused,Blackmon,
593,Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus_gouldi,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
604,Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus_pipistrellus,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth 1987
609,Chiroptera,Vespertilionidae,Pipistrellus,pulveratus,Pipistrellus_pulveratus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Ao et al.2006
605,Chiroptera,Vespertilionidae,Pipistrellus,sagittula,Pipistrellus_sagittula,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
607,Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,Pipistrellus_tasmaniensis,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
608,Chiroptera,Vespertilionidae,Pipistrellus,vulturnus,Pipistrellus_vulturnus,44,44,,XY,,21,unfused,Animal Karyotype Book,Volleth and Tidemann 1989
729,Eulipotyphla,Soricidae,Blarinella,griselda,Blarinella_griselda,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Ye et al. 2006
736,Eulipotyphla,Soricidae,Crocidura,crossei,Crocidura_crossei,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Aniskin (Unpublished)
755,Lagomorpha,Leporidae,Brachylagus,idahoensis,Brachylagus_idahoensis,44,44,,XY,,21,unfused,Animal Karyotype Book,Robinson et al. 2002
756,Lagomorpha,Leporidae,Bunolagus,monticularis,Bunolagus_monticularis,44,44,,XY,,21,unfused,Animal Karyotype Book,Robinson et al. 2002
763,Lagomorpha,Leporidae,Oryctolagus,cuniculus,Oryctolagus_cuniculus,44,44,,XY,,21,unfused,Blackmon,Korstanje et al. 1999
795,Perissodactyla,Equidae,Equus,burchelli,Equus_burchelli,44,44,,XY,,21,unfused,Animal Karyotype Book,Trifonov et al. 2008
800,Perissodactyla,Equidae,Equus,prewalskii,Equus_prewalskii,44,44,,XY,,21,unfused,Blackmon,
805,Perissodactyla,Equidae,Equus,burchelli boehmi,Equus_burchelli boehmi,NA,44-45,,XY,,21,unfused,Animal Karyotype Book 2020,CRES San Diego (Unpublished)
851,Primates,Callitrichidae,Callithrix,argentata,Callithrix_argentata,44,44,,XY,,21,unfused,Blackmon,Canavez et al. 1996
852,Primates,Callitrichidae,Callithrix,chrysoleuca,Callithrix_chrysoleuca,44,44,,XY,,21,unfused,Animal Karyotype Book,Nagamachi et al. 1996
853,Primates,Callitrichidae,Callithrix,emiliae,Callithrix_emiliae,44,44,,XY,,21,unfused,Animal Karyotype Book,Nagamachi et al. 1996
854,Primates,Callitrichidae,Callithrix,humeralifer,Callithrix_humeralifer,44,44,,XY,,21,unfused,Animal Karyotype Book,Nagamachi et al. 1996
857,Primates,Callitrichidae,Callithrix,mauesi,Callithrix_mauesi,44,44,,XY,,21,unfused,Animal Karyotype Book,Nagamachi et al. 1996
858,Primates,Callitrichidae,Callithrix,pygmaea,Callithrix_pygmaea,44,44,,XY,,21,unfused,Blackmon,
860,Primates,Callitrichidae,Cebuella,pygmaea,Cebuella_pygmaea,44,44,,XY,,21,unfused,Animal Karyotype Book,Bigoni and Stanyon (Unpublished)
874,Primates,Cebidae,Saimiri,sciureus,Saimiri_sciureus,44,44,,XY,,21,unfused,Blackmon,Stanyon et al. 2000
914,Primates,Cercopithecidae,Colobus,angolensis palliatus,Colobus_angolensis palliatus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,M. Houck (Unpublished)
892,Primates,Cercopithecidae,Colobus,guereza,Colobus_guereza,44,44,,XY,,21,unfused,Animal Karyotype Book,Bigoni et al. 1997b
902,Primates,Cercopithecidae,Presbytis,entellus,Presbytis_entellus,44,44,,XY,,21,unfused,Blackmon,
903,Primates,Cercopithecidae,Presbytis,obscurus,Presbytis_obscurus,44,44,,XY,,21,unfused,Blackmon,
904,Primates,Cercopithecidae,Pygathrix,nemaeus,Pygathrix_nemaeus,44,44,,XY,,21,unfused,Blackmon,Bigoni 1995
916,Primates,Cercopithecidae,Semnopithecus,entellus,Semnopithecus_entellus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Stanyon (Unpublished)
906,Primates,Cercopithecidae,Trachypithecus,cristatus,Trachypithecus_cristatus,44,44,,XY,,21,unfused,Blackmon,
907,Primates,Cercopithecidae,Trachypithecus,obscurus,Trachypithecus_obscurus,44,44,,XY,,21,unfused,Animal Karyotype Book,Ponsa et al. 1983
931,Primates,Hylobatidae,Hylobates,lar,Hylobates_lar,44,44,,XY,,21,unfused,Animal Karyotype Book,Jauch et al. 1992
951,Primates,Lemuridae,Eulemur,macaco,Eulemur_macaco,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Muller et al. 2004
945,Primates,Lemuridae,Eulemur,macaco falvifrons,Eulemur_macaco falvifrons,44,44,,XY,,21,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
948,Primates,Lemuridae,Lemur,macaco,Lemur_macaco,44,44,,XY,,21,unfused,Blackmon,Muller et al. 2004
970,Primates,Pitheciidae,Callicebus,coimbrai,Callicebus_coimbrai,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Rodrigues et al. 2006
967,Primates,Pitheciidae,Callicebus,personatus,Callicebus_personatus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Rofdrigues et al. 2011
1012,Rodentia,Cricetidae,Akodon,paranaensis,Akodon_paranaensis,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Hass et al. 2008
1031,Rodentia,Cricetidae,Calomyscus,bailwardi,Calomyscus_bailwardi,44,44,,XY,,21,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1037,Rodentia,Cricetidae,Calomyscus,elburzensis,Calomyscus_elburzensis,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1040,Rodentia,Cricetidae,Calomyscus,firiusaensis,Calomyscus_firiusaensis,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished)
1033,Rodentia,Cricetidae,Calomyscus,mystax,Calomyscus_mystax,44,44,,XY,,21,unfused,Animal Karyotype Book,Radjabli et al. (Unpublished)
1088,Rodentia,Cricetidae,Mesocricetus,auratus,Mesocricetus_auratus,44,44,,XY,,21,unfused,Blackmon,Popescu and DiPaolo 1972
1089,Rodentia,Cricetidae,Mesocricetus,brandti,Mesocricetus_brandti,44,44,,XY,,21,unfused,Animal Karyotype Book,Popescu and DiPaolo 1972
1087,Rodentia,Cricetidae,Mesocricetus,raddei,Mesocricetus_raddei,44,44,,XY,,21,unfused,Animal Karyotype Book,Romanenko et al. 2007
1142,Rodentia,Cricetidae,Microtus,gromovi,Microtus_gromovi,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Lemskaya (Unpublished)
1111,Rodentia,Cricetidae,Microtus,maximowiczii,Microtus_maximowiczii,44,44,,XY,,21,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1201,Rodentia,Cricetidae,Pitymys,thomasi,Pitymys_thomasi,44,44,,XY,,21,unfused,Blackmon,
1242,Rodentia,Dipodidae,Sicista,strandi,Sicista_strandi,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Kovalskaya et al. 2011
1272,Rodentia,Gliridae,Myomimus,personatus,Myomimus_personatus,44,44,,XY,,21,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
1298,Rodentia,Heteromyidae,Perognathus,spinatus,Perognathus_spinatus,44,44,,XY,,21,unfused,Blackmon,
1320,Rodentia,Muridae,Celaenomys,silaceus,Celaenomys_silaceus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Rickart and Heany 2002
1321,Rodentia,Muridae,Chrotomys,silaceus,Chrotomys_silaceus,44,44,,XY,,21,unfused,Animal Karyotype Book,Rickart and Heany 2002
1340,Rodentia,Muridae,Leopoldamys,edwarsi,Leopoldamys_edwarsi,44,44,,XY,,21,unfused,Animal Karyotype Book,Sablina et al. (Unpublished)
1351,Rodentia,Muridae,Meriones,libycus,Meriones_libycus,44,44,,XY,,21,unfused,Blackmon,Darvish and Volobouev (Unpublished)
1352,Rodentia,Muridae,Meriones,shawi,Meriones_shawi,44,44,,XY,,21,unfused,Blackmon,
1353,Rodentia,Muridae,Meriones,unguiculatus,Meriones_unguiculatus,44,44,,XY,,21,unfused,Blackmon,Darvish and Volobouev (Unpublished)
1375,Rodentia,Muridae,Phloeomys,cumingi,Phloeomys_cumingi,44,44,,XY,,21,unfused,Animal Karyotype Book,Rickart and Heany 2002
1463,Rodentia,Thryonomyidae,Thryonomys,swinderianus,Thryonomys_swinderianus,44,44,,XY,,21,unfused,Animal Karyotype Book 2020,Deuve et al. 2008
31,Artiodactyla,Balaenidae,Balena,mysticetus,Balena_mysticetus,42,42,,XY,,20,unfused,Animal Karyotype Book,Jarelle 1979
35,Artiodactyla,Balaenopteridae,Balaenoptera,physalus,Balaenoptera_physalus,42,42,,XY,,20,unfused,Animal Karyotype Book,Arnason 1974a
111,Artiodactyla,Bovidae,Oreamnos,americanus,Oreamnos_americanus,42,42,,XY,,20,unfused,Blackmon,CRES San Diego (Unpublished)
217,Artiodactyla,Kogiidae,Kogia,breviceps,Kogia_breviceps,42,42,,XY,,20,unfused,Blackmon,Arnason and Benirscke 1973
224,Artiodactyla,Physeteridae,Physeter,catodon,Physeter_catodon,42,42,,XY,,20,unfused,Blackmon,
225,Artiodactyla,Physeteridae,Physeter,macrocephalus,Physeter_macrocephalus,42,42,,XY,,20,unfused,Animal Karyotype Book,Arnason and Benirscke 1973
242,Artiodactyla,Ziphiidae,Mesoplodon,carlhubbsi,Mesoplodon_carlhubbsi,42,42,,XY,,20,unfused,Animal Karyotype Book,Arnason et al. 1977
243,Artiodactyla,Ziphiidae,Mesoplodon,europaeus,Mesoplodon_europaeus,42,42,,XY,,20,unfused,Animal Karyotype Book,Arnason et al. 1977
255,Carnivora,Canidae,Nyctereutes,procyonoides,Nyctereutes_procyonoides,42,42,,XY,,20,unfused,Blackmon,
266,Carnivora,Eupleridae,Cryptoprocta,ferox,Cryptoprocta_ferox,42,42,,XY,,20,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
267,Carnivora,Eupleridae,Fossa,fossa,Fossa_fossa,42,42,,XY,,20,unfused,Blackmon,Nash et al. 2008
268,Carnivora,Eupleridae,Fossa,fossana,Fossa_fossana,42,42,,XY,,20,unfused,Animal Karyotype Book,Nash (Unpublished)
329,Carnivora,Mustelidae,Gulo,gulo,Gulo_gulo,42,42,,XY,,20,unfused,Blackmon,Graphodatsky (Unpublished)
345,Carnivora,Mustelidae,Mustela,frenata,Mustela_frenata,42,42,,XY,,20,unfused,Blackmon,
347,Carnivora,Mustelidae,Mustela,nivalis,Mustela_nivalis,42,42,,XY,,20,unfused,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished)
388,Carnivora,Ursidae,Ailuropoda,melanoleuca,Ailuropoda_melanoleuca,42,42,,XY,,20,unfused,Animal Karyotype Book,Nash et al. 2001
398,Carnivora,Viverridae,Arctictis,binturong,Arctictis_binturong,42,42,,XY,,20,unfused,Blackmon,Wurster-Hill and Gray 1975
403,Carnivora,Viverridae,Hemigalus,derbyanus,Hemigalus_derbyanus,42,42,,XY,,20,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
405,Carnivora,Viverridae,Paradoxurus,hermaphroditicus,Paradoxurus_hermaphroditicus,42,42,,XY,,20,unfused,Blackmon,Wurster-Hill and Gray 1975
412,Chiroptera,Emballonuridae,Taphozous,longimanus,Taphozous_longimanus,42,42,,XY,,20,unfused,Blackmon,Sreepada et al. 1995
413,Chiroptera,Emballonuridae,Taphozous,melanopogon,Taphozous_melanopogon,42,42,,XY,,20,unfused,Animal Karyotype Book,Sreepada et al. 1995
414,Chiroptera,Emballonuridae,Taphozous,nudiventris,Taphozous_nudiventris,42,42,,XY,,20,unfused,Animal Karyotype Book,Sreepada et al. 1995
565,Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma_microphyllum,42,42,,XY,,20,unfused,Animal Karyotype Book,Qumsiyeh 1988
600,Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,Pipistrellus_eisentrauti,42,42,,XY,,20,unfused,Animal Karyotype Book,Volleth et al. 2001
602,Chiroptera,Vespertilionidae,Pipistrellus,kuhli,Pipistrellus_kuhli,42,42,,XY,,20,unfused,Animal Karyotype Book,Volleth et al. 2001
719,Eulipotyphla,Soricidae,Sorex,caecutiens,Sorex_caecutiens,42,42,,XY,,20,unfused,Animal Karyotype Book,Biltueva et al. 2011
